cif,a,b,c,alpha,beta,gamma,sg,cs
4031236,9.96,8.94,8.295,90.0,95.7,90.0,14,1
4031238,5.64,9.58,7.38,87.2,99.9,106.5,2,0
4031240,5.78,6.02,8.08,114.8,96.2,95.0,1,0
4031241,10.68,9.38,12.85,90.0,96.45,90.0,15,1
4031244,6.958,12.042,7.605,90.0,90.0,90.0,63,2
4031245,14.417,14.417,14.417,90.0,90.0,90.0,216,6
4031247,14.01,5.68,7.15,90.0,115.1,90.0,12,1
4031252,10.4557,9.8265,10.9323,90.0,90.0,90.0,61,2
4031253,10.1998,9.689,10.7943,90.0,90.0,90.0,61,2
4031254,10.1365,9.6893,10.7942,90.0,90.0,90.0,61,2
4031255,5.74644,5.74644,24.0433,90.0,90.0,120.0,194,5
4031256,7.2793,8.506,5.621,90.0,90.0,90.0,55,2
4031258,5.496,5.496,13.346,90.0,90.0,120.0,167,4
4031259,5.4859,5.4859,13.2925,90.0,90.0,120.0,167,4
4031262,5.5452,5.5452,7.9179,90.0,90.0,90.0,87,3
4031263,5.5631,5.5631,7.9516,90.0,90.0,90.0,87,3
4031264,5.5785,5.5785,8.0053,90.0,90.0,90.0,87,3
4031301,7.96089,11.84737,7.73174,90.0,101.2847,90.0,12,1
4031302,7.63691,11.76903,7.55678,90.0,100.2115,90.0,12,1
4031305,6.94329,7.22572,7.40473,88.5586,75.3464,111.6873,2,0
4031369,9.474,10.065,8.409,90.0,90.0,90.0,18,2
4031370,9.281,9.281,19.033,90.0,90.0,120.0,167,4
4031373,12.921,7.423,12.921,90.0,90.1,90.0,5,1
4031374,8.69,4.72,12.08,90.0,98.3,90.0,14,1
4031375,7.96,6.52,7.1,90.0,90.0,90.0,62,2
4031376,8.01,6.67,6.97,90.0,90.0,90.0,62,2
4031377,8.14,14.76,8.68,90.0,90.0,90.0,60,2
4031378,8.36,8.36,15.4,90.0,90.0,90.0,96,3
4031379,6.84,8.17,6.87,95.5,119.1,98.6,2,0
4031381,6.547,6.547,3.854,90.0,90.0,120.0,176,5
4031382,6.368,6.368,3.683,90.0,90.0,120.0,176,5
4031383,6.329,6.329,3.631,90.0,90.0,120.0,176,5
4031385,6.286,6.286,3.577,90.0,90.0,120.0,176,5
4031386,6.266,6.266,3.553,90.0,90.0,120.0,176,5
4031387,6.243,6.243,3.527,90.0,90.0,120.0,176,5
4031390,12.452,12.452,12.452,90.0,90.0,90.0,205,6
4031391,12.413,12.413,12.413,90.0,90.0,90.0,205,6
4031392,12.449,12.449,12.449,90.0,90.0,90.0,205,6
4031393,12.292,12.292,12.292,90.0,90.0,90.0,205,6
4031394,12.418,12.418,12.418,90.0,90.0,90.0,205,6
4031395,12.54,12.54,12.54,90.0,90.0,90.0,205,6
4031396,5.601,9.072,14.18,90.0,90.0,90.0,19,2
4031397,5.2125,12.83,4.896,90.0,115.07,90.0,14,1
4031398,8.45,13.483,13.569,90.0,90.0,90.0,62,2
4031399,5.842,7.037,9.586,103.91,103.1,107.9,2,0
4031400,5.543,9.345,11.496,90.0,92.7,90.0,14,1
4031406,5.958,7.628,8.2997,90.0,100.5,90.0,11,1
4031410,4.051,4.051,9.193,90.0,90.0,90.0,129,3
4031413,12.213,14.151,7.012,90.0,90.0,90.0,62,2
4031414,11.907,6.597,9.316,90.0,121.77,90.0,15,1
4031416,22.316,8.679,12.705,90.0,96.02,90.0,15,1
4031418,13.245,13.223,9.266,90.0,90.0,90.0,55,2
4031419,5.7,16.252,8.076,100.56,102.67,97.47,2,0
4031420,7.747,6.655,8.024,90.0,90.0,90.0,17,2
4031421,5.489,10.339,10.648,90.0,92.57,90.0,14,1
4031424,8.444,7.705,11.357,90.0,107.7,90.0,11,1
4031425,10.329,11.579,9.334,90.0,100.07,90.0,14,1
4031427,5.329,10.48,13.3,90.0,90.0,90.0,13,1
4031432,7.88,7.88,7.88,90.0,90.0,90.0,19,2
4031433,10.256,10.256,7.582,90.0,90.0,120.0,173,5
4031434,10.183,10.183,7.54,90.0,90.0,120.0,173,5
4031435,3.687,3.687,8.668,90.0,90.0,90.0,139,3
4031441,10.42,12.5,8.27,90.0,108.6,90.0,14,1
4031442,5.72,9.96,12.56,90.0,101.7,90.0,14,1
4031444,5.24,9.662,10.835,90.0,102.4,90.0,14,1
4031445,7.47,10.4,9.606,90.0,93.13,90.0,14,1
4031446,5.561,10.198,12.622,90.0,99.37,90.0,14,1
4031448,11.425,17.658,6.154,90.0,90.0,90.0,43,2
4031449,10.628,6.887,5.974,90.0,114.8,90.0,12,1
4031450,5.665,4.924,10.242,83.13,79.38,93.33,2,0
4031452,10.87,7.709,7.573,90.0,89.994,90.0,14,1
4031453,10.547,6.065,5.134,90.0,90.0,90.0,62,2
4031454,5.751,5.751,14.821,90.0,90.0,90.0,141,3
4031461,11.009,10.04,7.483,90.0,109.49,90.0,14,1
4031462,8.506,8.506,8.506,82.54,82.54,82.54,148,4
4031465,16.561,6.896,5.939,90.0,91.35,90.0,15,1
4031468,7.235,7.235,17.78,90.0,90.0,120.0,194,5
4031469,7.5258,7.5258,4.446,90.0,90.0,90.0,123,3
4031470,9.526,9.526,23.392,90.0,90.0,120.0,167,4
4031472,9.244,8.998,9.241,90.0,92.53,90.0,5,1
4031473,6.476,12.536,8.686,90.0,90.0,90.0,63,2
4031475,6.456,6.456,3.769,90.0,90.0,120.0,176,5
4031476,6.352,6.352,3.653,90.0,90.0,120.0,176,5
4031477,6.221,6.221,3.503,90.0,90.0,120.0,176,5
4031479,8.38,8.38,11.36,90.0,90.0,90.0,136,3
4031480,14.131,6.764,12.9,90.0,90.0,90.0,62,2
4031481,6.997,7.176,8.63,77.84,113.3,104.95,2,0
4031483,7.231,9.948,11.604,90.0,90.0,90.0,52,2
4031484,6.953,6.953,18.33,90.0,90.0,90.0,92,3
4031485,8.54,8.096,21.735,90.0,111.74,90.0,14,1
4031491,7.945,6.519,7.91,90.0,94.2,90.0,3,1
4031495,3.8771,3.8771,7.796,90.0,90.0,90.0,47,2
4031497,7.88,14.46,8.19,90.0,90.0,90.0,61,2
4031502,11.411,6.658,13.058,90.0,90.0,90.0,15,1
4031505,7.677,8.311,7.925,90.0,98.46,90.0,14,1
4031506,4.011,4.011,9.204,90.0,90.0,90.0,129,3
4031507,11.45,11.45,12.49,90.0,90.0,90.0,110,3
4031508,15.56,10.5,9.37,90.0,116.833,90.0,12,1
4031510,12.61,5.76,18.51,90.0,115.5,90.0,14,1
4031512,10.23,10.23,7.56,90.0,90.0,120.0,173,5
4031513,8.08623,8.08623,8.08623,90.0,90.0,90.0,225,6
4031515,11.11,12.9,4.28,90.0,98.2,90.0,14,1
4031518,7.3743,7.3743,4.185,90.0,90.0,120.0,176,5
4031519,7.553,7.652,9.083,88.4,90.1,93.7,2,0
4031523,6.949,19.71,7.3955,90.0,90.0,90.0,55,2
4031530,5.54939,5.54939,7.89554,90.0,90.0,90.0,87,3
4031531,8.04862,8.04862,8.04862,90.0,90.0,90.0,225,6
4031549,8.3725,8.3725,8.3725,90.0,90.0,90.0,212,6
4031550,8.3549,8.3549,8.3549,90.0,90.0,90.0,212,6
4031551,6.69,10.55,7.74,90.0,100.0,90.0,14,1
4031557,3.844,3.844,6.656,90.0,90.0,120.0,164,4
4031561,5.17,5.17,11.69,90.0,90.0,90.0,141,3
4031562,5.193,5.193,11.705,90.0,90.0,90.0,141,3
4031563,5.214,5.214,11.706,90.0,90.0,90.0,141,3
4031568,8.917,3.7761,8.639,90.0,90.0,90.0,53,2
4031571,11.814,11.814,29.974,90.0,90.0,120.0,161,4
4031573,12.169,5.441,9.164,90.0,90.0,90.0,62,2
4031574,12.091,5.3998,9.115,90.0,90.0,90.0,62,2
4031575,7.937,7.305,7.226,93.88,114.33,82.58,2,0
4031577,8.39,8.39,8.39,90.0,90.0,90.0,227,6
4031578,15.725,10.526,5.275,90.0,90.0,90.0,62,2
4031582,11.2358,7.4822,6.1572,90.0,115.061,90.0,15,1
4031583,10.04,8.78,4.9,110.2,93.9,70.5,2,0
4031584,12.436,12.436,12.436,90.0,90.0,90.0,205,6
4031585,4.308,4.308,4.308,90.0,90.0,90.0,221,6
4031586,4.302,4.302,4.302,90.0,90.0,90.0,221,6
4031587,4.289,4.289,4.289,90.0,90.0,90.0,221,6
4031588,4.285,4.285,4.285,90.0,90.0,90.0,221,6
4031589,4.268,4.268,4.268,90.0,90.0,90.0,221,6
4031590,4.262,4.262,4.262,90.0,90.0,90.0,221,6
4031591,4.256,4.256,4.256,90.0,90.0,90.0,221,6
4031606,6.408,6.55,12.3,90.0,96.15,90.0,14,1
4031607,6.43,6.439,11.901,90.0,98.8,90.0,14,1
4031609,8.8435,11.8832,8.8303,90.0,85.435,90.0,15,1
4031610,13.285,13.285,13.285,90.0,90.0,90.0,198,6
4031611,12.49,12.49,12.49,90.0,90.0,90.0,198,6
4031612,12.383,12.383,12.383,90.0,90.0,90.0,198,6
4031613,12.233,12.233,12.233,90.0,90.0,90.0,198,6
4031614,11.865,11.865,11.865,90.0,90.0,90.0,198,6
4031618,6.6973,3.5706,8.0208,90.0,90.0,90.0,62,2
4031626,13.33,6.827,4.68,90.0,97.63,90.0,5,1
4031627,7.4996,7.5424,7.6541,102.154,110.228,100.874,2,0
4031630,14.9251,6.0607,8.546,90.0,90.0,90.0,62,2
4031632,25.577,25.577,25.577,90.0,90.0,90.0,225,6
4031635,11.062,11.062,9.919,90.0,90.0,120.0,154,4
4031638,8.52,13.622,10.783,90.0,92.48,90.0,14,1
4031639,4.991,4.991,4.991,97.18,97.18,97.18,148,4
4031640,8.57,7.69,11.14,90.0,101.6,90.0,14,1
4031641,8.56,8.56,8.56,90.0,90.0,90.0,220,6
4031642,6.96,6.96,6.96,90.0,90.0,90.0,227,6
4031643,8.612,15.339,10.232,90.0,98.0,90.0,14,1
4031644,9.4129,9.4129,9.4129,90.0,90.0,90.0,220,6
4031645,5.962,5.962,5.962,90.0,90.0,90.0,225,6
4031646,7.06,4.12,8.47,90.0,90.0,90.0,62,2
4031647,7.57,4.26,8.97,90.0,90.0,90.0,62,2
4031648,3.437,3.437,19.21,90.0,90.0,120.0,166,4
4031655,5.587,5.587,5.587,90.0,90.0,90.0,225,6
4031658,3.791,3.791,12.829,90.0,90.0,90.0,139,3
4031659,3.904,3.904,13.443,90.0,90.0,90.0,139,3
4031661,3.994,3.994,3.994,90.0,90.0,90.0,221,6
4031662,5.561,5.561,5.561,90.0,90.0,90.0,225,6
4031663,6.26,6.26,12.249,90.0,90.0,120.0,185,5
4031664,8.37,8.37,8.37,90.0,90.0,90.0,220,6
4031665,6.6,17.414,6.494,90.0,90.0,90.0,19,2
4031666,4.465,4.465,4.465,90.0,90.0,90.0,225,6
4031670,11.154,11.154,11.154,90.0,90.0,90.0,225,6
4031671,8.438,8.438,8.438,90.0,90.0,90.0,220,6
4031672,8.421,8.421,8.421,90.0,90.0,90.0,220,6
4031674,8.71,8.71,8.71,90.0,90.0,90.0,220,6
4031675,8.902,8.902,8.902,90.0,90.0,90.0,220,6
4031676,7.779,8.877,8.24,90.0,113.34,90.0,13,1
4031677,10.49,10.49,10.49,90.0,90.0,90.0,220,6
4031678,10.72,10.72,10.72,90.0,90.0,90.0,220,6
4031685,9.15,9.15,9.15,90.0,90.0,90.0,220,6
4031687,5.6,5.6,5.6,90.0,90.0,90.0,225,6
4031688,3.35,3.35,3.2,90.0,90.0,120.0,187,5
4031689,6.461,6.461,6.461,90.0,90.0,90.0,216,6
4031690,8.74,8.74,8.74,90.0,90.0,90.0,220,6
4031693,10.01,6.27,17.89,90.0,101.8,90.0,13,1
4031695,4.865,4.865,10.538,90.0,90.0,90.0,88,3
4031696,4.868,4.868,10.547,90.0,90.0,90.0,88,3
4031700,14.731,14.731,10.574,90.0,90.0,90.0,141,3
4031705,11.516,7.42,12.603,90.0,91.12,90.0,14,1
4031773,5.256,5.256,16.95,90.0,90.0,120.0,194,5
4031780,8.921,8.921,8.921,90.0,90.0,90.0,220,6
4031782,21.276,3.735,17.687,90.0,120.75,90.0,12,1
4031794,12.395,12.395,12.395,90.0,90.0,90.0,205,6
4031796,14.909,9.843,12.113,90.0,90.0,90.0,61,2
4031799,24.84,13.65,12.91,90.0,90.0,90.0,43,2
4031801,10.2,10.2,11.81,90.0,90.0,120.0,173,5
4031803,12.23,11.33,6.61,90.0,90.0,90.0,62,2
4031804,5.713,6.957,7.729,95.38,99.62,97.58,2,0
4031805,3.98,3.98,3.98,90.0,90.0,90.0,221,6
4031806,9.643,9.643,8.88,90.0,90.0,90.0,122,3
4031807,3.31,3.31,12.039,90.0,90.0,120.0,194,5
4031808,7.025,7.025,7.025,90.0,90.0,90.0,205,6
4031992,11.24141,3.94441,14.83809,90.0,99.452,90.0,13,1
4032122,10.8401,7.0137,11.9424,90.0,90.0,90.0,62,2
4060020,7.5359,14.847,7.8287,90.0,90.0,90.0,62,2
4060021,7.5856,14.81,7.7855,90.0,90.0,93.223,14,1
4060235,11.3256,20.6199,5.3836,90.0,90.0,90.0,45,2
4060955,6.3802,5.9324,21.8428,90.0,90.0,90.0,61,2
4061467,11.1033,10.5715,8.2212,90.0,90.0,90.0,62,2
4061498,6.261,7.694,8.027,68.77,104.97,106.07,2,0
4061712,8.5187,8.5187,10.819,90.0,90.0,120.0,176,5
4061915,11.982,7.8366,8.4287,90.0,102.42,90.0,14,1
4062000,13.3049,13.3049,6.2891,90.0,90.0,90.0,86,3
4063609,7.98,5.813,8.245,90.0,114.745,90.0,14,1
4064533,11.3823,11.3823,7.8487,90.0,90.0,120.0,147,4
4064762,7.809,10.7469,11.8262,90.0,90.0,90.0,60,2
4065117,9.3823,7.3766,9.7306,90.0,112.638,90.0,14,1
4065627,6.1896,8.3969,9.0412,89.363,80.569,78.809,2,0
4065628,6.7991,8.6802,9.2531,84.1808,67.1898,71.4251,2,0
4065684,18.324,10.0813,14.2797,90.0,110.015,90.0,15,1
4066747,6.6398,6.7052,8.146,88.3649,78.8043,76.2844,2,0
4067226,5.8129,11.2427,14.979,90.0,90.0,90.0,62,2
4067938,11.477,11.477,7.4405,90.0,90.0,90.0,121,3
4067940,11.1556,11.1556,8.0534,90.0,90.0,90.0,121,3
4067941,11.2847,11.2847,8.4248,90.0,90.0,90.0,121,3
4068114,5.7015,16.459,7.0828,90.0,95.639,90.0,11,1
4069232,7.567,9.918,9.921,90.0,91.721,90.0,14,1
4070529,6.6064,7.1808,9.0424,100.621,92.0073,103.101,2,0
4070978,9.852,9.852,9.852,90.0,90.0,90.0,229,6
4070979,9.835,9.835,9.835,90.0,90.0,90.0,229,6
4073521,7.7327,7.7327,7.7327,115.346,115.346,115.346,166,4
4074170,6.9875,12.489,14.649,90.0,99.121,90.0,15,1
4074517,15.81,7.3312,10.694,90.0,98.64,90.0,15,1
4075236,11.8093,8.7799,8.2075,90.0,131.624,90.0,12,1
4075254,7.59,7.59,9.307,90.0,90.0,90.0,123,3
4075571,23.778,6.7756,12.024,90.0,90.0,90.0,43,2
4075572,25.022,6.3286,13.1563,90.0,120.051,90.0,15,1
4075767,5.8192,17.67,7.2905,90.0,105.236,90.0,14,1
4075901,9.901,6.929,16.5575,90.0,90.0,90.0,62,2
4075973,22.1954,22.1954,6.4285,90.0,90.0,120.0,148,4
4075974,13.0454,13.0454,6.2778,90.0,90.0,90.0,86,3
4076213,16.149,16.149,22.881,90.0,90.0,120.0,167,4
4076214,16.222,16.222,23.099,90.0,90.0,120.0,167,4
4076215,16.176,16.176,22.921,90.0,90.0,120.0,167,4
4076216,16.29,16.29,11.578,90.0,90.0,120.0,155,4
4076290,9.6105,5.526,7.8636,90.0,93.682,90.0,14,1
4076921,5.9268,10.7263,8.3862,90.0,97.171,90.0,11,1
4077023,7.843,11.556,12.868,90.0,90.0,90.0,52,2
4077065,7.2142,7.2142,11.802,90.0,90.0,120.0,176,5
4077541,7.6496,14.278,9.039,90.0,90.0,90.0,62,2
4077649,8.0,6.363,10.242,90.0,99.08,90.0,12,1
4077780,10.99,9.93,7.462,90.0,120.48,90.0,12,1
4077981,6.5377,7.7434,11.4131,83.868,75.662,78.727,2,0
4078328,11.1652,11.1652,8.0783,90.0,90.0,90.0,113,3
4078331,6.7455,16.1596,12.9502,90.0,90.0,90.0,62,2
4080665,9.5714,6.864,9.3036,90.0,90.0,90.0,59,2
4081633,6.1115,6.6003,8.7623,104.024,97.321,116.864,2,0
4082505,5.8811,13.267,6.5236,90.0,97.4,90.0,11,1
4083604,8.6125,12.458,9.2153,90.0,112.05,90.0,15,1
4084638,6.6503,10.265,9.0775,90.0,104.833,90.0,14,1
4084992,5.83673,13.6727,12.0331,90.0,90.0,90.0,62,2
4086068,11.8617,11.8617,5.6519,90.0,90.0,90.0,88,3
4086070,8.7291,8.7291,6.8619,90.0,90.0,90.0,114,3
4086476,5.8849,5.8849,21.4266,90.0,90.0,90.0,96,3
4086542,11.4449,8.934,11.4723,90.0,90.0,90.0,62,2
4100080,5.154,15.001,6.654,90.0,110.336,90.0,14,1
4100140,6.9562,7.0192,7.6303,64.148,63.131,81.167,2,0
4100141,5.5441,7.1432,8.6648,71.147,79.634,85.992,2,0
4100144,25.414,4.2034,16.357,90.0,126.464,90.0,15,1
4100145,3.8484,11.719,15.637,90.0,96.578,90.0,14,1
4100146,3.911,13.721,12.029,90.0,94.979,90.0,14,1
4100147,3.9496,13.924,12.034,90.0,93.529,90.0,14,1
4100148,4.1501,8.4147,10.187,90.787,96.369,101.532,2,0
4100182,10.358,10.358,10.358,90.0,90.0,90.0,216,6
4100183,9.985,9.985,9.985,90.0,90.0,90.0,216,6
4100353,8.941,10.139,8.765,90.0,90.0,90.0,62,2
4100432,9.1428,9.1428,8.2587,90.0,90.0,90.0,127,3
4100471,14.754,23.596,9.273,90.0,90.0,90.0,43,2
4100542,19.35,5.11,6.988,90.0,90.0,90.0,23,2
4100662,12.061,9.564,8.887,90.0,110.683,90.0,15,1
4100675,10.5722,10.5722,10.5722,90.0,90.0,90.0,215,6
4100730,18.2136,18.2136,18.2136,90.0,90.0,90.0,219,6
4100929,10.5234,10.5234,10.5234,90.0,90.0,90.0,225,6
4100934,10.5467,10.5467,10.5467,90.0,90.0,90.0,225,6
4101045,6.8938,9.8074,13.1773,90.0,90.0,90.0,55,2
4101118,7.133,14.737,7.681,90.0,90.0,90.0,62,2
4101119,7.101,14.649,7.64,90.0,90.0,90.0,62,2
4101120,7.0599,14.565,7.6248,90.0,90.0,90.0,62,2
4101122,11.8365,12.5824,5.7587,90.0,110.07,90.0,12,1
4101313,7.4815,7.8984,9.0478,90.0,90.0,90.0,19,2
4101355,25.4387,25.4387,25.4387,90.0,90.0,90.0,229,6
4101359,13.8629,13.8629,13.8629,90.0,90.0,90.0,204,6
4101402,6.44,6.44,6.44,90.0,90.0,90.0,221,6
4101476,23.443,5.6718,7.288,90.0,90.0,90.0,23,2
4101530,13.829,13.829,9.81,90.0,90.0,90.0,119,3
4101531,13.8142,13.8142,9.6824,90.0,90.0,90.0,119,3
4101532,13.843,13.843,9.69,90.0,90.0,90.0,119,3
4101533,13.8455,13.8455,10.0731,90.0,90.0,90.0,119,3
4101546,15.412,15.412,10.678,90.0,90.0,120.0,148,4
4101578,4.8131,6.4288,7.0223,83.369,71.623,73.364,1,0
4101591,10.077,5.4733,9.316,90.0,98.07,90.0,12,1
4101592,11.5716,9.8617,11.382,90.0,119.334,90.0,14,1
4101605,9.6585,4.3731,15.436,90.0,98.37,90.0,14,1
4101626,11.6012,11.6012,11.6012,90.0,90.0,90.0,198,6
4101627,11.6247,11.6247,11.6247,90.0,90.0,90.0,216,6
4101723,10.498,8.5,9.94,90.0,90.0,90.0,62,2
4101724,10.755,8.847,10.534,90.0,90.0,90.0,62,2
4101727,10.438,8.651,10.398,90.0,90.0,90.0,62,2
4101729,10.4217,8.6462,10.3,90.0,90.0,90.0,62,2
4101730,10.519,8.606,9.999,90.0,90.0,90.0,62,2
4101807,9.037,5.959,15.129,90.0,97.172,90.0,14,1
4101821,18.4,6.935,11.075,90.0,90.0,90.0,74,2
4101822,17.841,6.8729,11.839,90.0,90.0,90.0,74,2
4101919,3.8333,3.8333,12.554,90.0,90.0,90.0,139,3
4101920,3.8245,3.8245,12.5592,90.0,90.0,90.0,139,3
4101922,3.8557,3.8557,12.6765,90.0,90.0,90.0,139,3
4101923,3.8746,3.8746,12.7384,90.0,90.0,90.0,139,3
4102045,5.557,5.557,5.557,90.0,90.0,90.0,225,6
4102046,12.2872,5.5419,5.5533,90.0,113.117,90.0,9,1
4102047,11.682,5.9021,11.8231,90.0,90.446,90.0,7,1
4102048,5.55073,5.58029,5.57706,92.72,90.8322,91.516,2,0
4102136,19.509,7.3756,9.32,90.0,90.0,90.0,74,2
4102219,11.65,5.8419,15.9102,90.0,90.0,90.0,60,2
4102299,7.7646,7.7646,7.7646,90.0,90.0,90.0,216,6
4102300,7.8246,7.8246,7.8246,90.0,90.0,90.0,216,6
4102301,7.9199,7.9199,7.9199,90.0,90.0,90.0,216,6
4102302,7.9046,7.9046,7.9046,90.0,90.0,90.0,216,6
4102303,7.9505,7.9505,7.9505,90.0,90.0,90.0,216,6
4102324,6.8305,6.8305,13.962,90.0,90.0,120.0,166,4
4102403,10.581,23.213,6.078,90.0,90.0,90.0,62,2
4102406,4.0697,4.06965,18.419,90.0,90.0,90.0,139,3
4102581,9.153,11.934,4.372,90.0,90.0,90.0,33,2
4102582,10.405,9.001,6.559,90.0,114.543,90.0,15,1
4102587,13.856,4.105,12.343,90.0,118.55,90.0,12,1
4102588,13.332,3.9501,11.9187,90.0,118.31,90.0,12,1
4102589,13.462,3.8629,15.23,90.0,106.77,90.0,12,1
4102590,13.272,3.8971,11.878,90.0,118.4,90.0,12,1
4102591,13.394,3.8191,15.104,90.0,107.05,90.0,12,1
4102592,13.014,3.8218,11.679,90.0,118.213,90.0,12,1
4102593,13.1368,3.7609,14.87,90.0,106.958,90.0,12,1
4102611,8.598,8.598,8.598,90.0,90.0,90.0,229,6
4102612,8.586,8.586,8.586,90.0,90.0,90.0,229,6
4102682,7.3084,7.3084,8.1705,90.0,90.0,120.0,182,5
4102702,3.8197,3.8197,6.2587,90.0,90.0,90.0,129,3
4102703,3.8139,3.8139,6.2631,90.0,90.0,90.0,129,3
4102744,5.0929,7.3053,7.6069,108.797,98.662,108.823,2,0
4102830,10.727,9.2844,14.794,90.0,90.0,90.0,53,2
4102868,9.3204,13.5483,6.5794,90.0,106.479,90.0,14,1
4102976,5.25,17.886,6.314,90.0,112.536,90.0,14,1
4103001,7.488,5.266,9.131,90.0,112.604,90.0,14,1
4103008,9.11919,9.11919,9.11919,90.0,90.0,90.0,201,6
4103009,9.11151,9.11151,9.11151,90.0,90.0,90.0,201,6
4103012,13.3724,13.3724,13.3724,90.0,90.0,90.0,197,6
4103059,3.8159,3.8159,6.246,90.0,90.0,90.0,129,3
4103141,12.863,19.259,3.596,90.0,90.0,90.0,63,2
4103155,4.6663,8.7995,9.4153,90.0,90.325,90.0,14,1
4103156,17.3543,5.6539,4.7658,90.0,90.0,90.0,62,2
4103157,4.5822,5.0597,6.2761,79.17,88.454,81.083,2,0
4103313,9.717,9.211,6.035,90.0,90.0,90.0,63,2
4103315,6.492,6.138,7.61,90.0,91.908,90.0,11,1
4103388,6.6387,15.761,14.1961,90.0,90.0,90.0,74,2
4103390,6.6424,16.0436,13.8471,90.0,90.0,90.0,74,2
4103444,9.6631,12.2031,9.9913,90.0,90.0,90.0,20,2
4103445,13.3184,13.3184,13.3184,90.0,90.0,90.0,220,6
4103446,9.8276,9.8276,9.6372,90.0,90.0,90.0,82,3
4103460,8.9439,8.9439,18.6755,90.0,90.0,90.0,139,3
4103493,6.0303,6.5098,8.3072,112.082,96.667,108.792,2,0
4103494,10.1035,10.1035,20.12,90.0,90.0,120.0,166,4
4103516,15.8542,15.8542,4.1273,90.0,90.0,90.0,113,3
4103583,9.2584,9.2584,14.1473,90.0,90.0,90.0,129,3
4103597,7.9946,9.1402,6.2269,90.0,99.584,90.0,9,1
4103598,8.489,12.341,5.626,90.0,91.221,90.0,14,1
4103602,9.3989,7.9263,15.2618,90.0,90.0,90.0,61,2
4103659,6.8236,6.8236,3.7518,90.0,90.0,90.0,127,3
4103660,5.9696,3.6022,6.8336,90.0,90.0,90.0,62,2
4103705,4.1591,14.492,5.8078,90.0,90.0,90.0,36,2
4103784,10.358,4.8041,9.967,90.0,115.141,90.0,14,1
4103787,16.6402,16.6402,7.7024,90.0,90.0,120.0,161,4
4103804,10.8114,7.4641,7.6676,90.0,101.437,90.0,14,1
4103805,3.9103,6.914,9.9127,90.0,99.177,90.0,4,1
4103808,8.9207,4.6663,12.8648,90.0,95.608,90.0,14,1
4103810,9.7759,6.299,8.4533,90.0,96.72,90.0,14,1
4103811,4.3082,7.1345,18.6869,90.0,90.0,90.0,19,2
4103814,6.023,10.9397,6.5172,90.0,100.728,90.0,11,1
4103825,11.0618,5.9755,6.3873,90.0,90.0,90.0,59,2
4103826,6.3237,12.1777,14.7397,90.0,90.0,90.0,61,2
4103846,8.71,14.865,5.3681,90.0,100.127,90.0,12,1
4103847,17.039,4.993,17.697,90.0,115.202,90.0,15,1
4103879,26.3034,26.3034,26.3034,90.0,90.0,90.0,225,6
4103880,26.3348,26.3348,26.3348,90.0,90.0,90.0,225,6
4103881,26.3239,26.3239,26.3239,90.0,90.0,90.0,225,6
4103897,9.142,6.37,5.889,90.0,90.0,90.0,46,2
4103909,11.135,6.5575,4.9194,90.0,90.0,90.0,62,2
4103910,7.0452,5.8368,12.2335,90.0,104.648,90.0,14,1
4104003,12.359,11.287,9.061,90.0,109.139,90.0,15,1
4104100,5.6878,5.6878,8.2258,90.0,90.0,90.0,129,3
4104124,6.8576,6.8576,8.2251,90.0,90.0,120.0,149,4
4104228,11.8953,3.743,11.61,90.0,90.0,90.0,62,2
4104265,6.589,10.395,6.6896,90.0,115.963,90.0,11,1
4104276,16.6032,16.6032,16.6032,90.0,90.0,90.0,225,6
4104277,16.4101,16.4101,16.4101,90.0,90.0,90.0,225,6
4104278,16.2911,16.2911,16.2911,90.0,90.0,90.0,225,6
4104279,16.1589,16.1589,16.1589,90.0,90.0,90.0,225,6
4104281,16.2992,16.2992,16.2992,90.0,90.0,90.0,225,6
4104282,16.2124,16.2124,16.2124,90.0,90.0,90.0,225,6
4104361,9.7044,9.7044,6.8538,90.0,90.0,90.0,129,3
4104417,8.2853,13.867,6.4876,90.0,103.698,90.0,15,1
4104418,6.859,9.1904,8.0991,90.0,114.854,90.0,14,1
4104433,25.9305,5.0875,14.8171,90.0,119.549,90.0,15,1
4104440,3.876,22.776,5.892,90.0,91.571,90.0,11,1
4104486,15.7111,15.7111,6.4101,90.0,90.0,90.0,88,3
4104493,8.231,8.231,22.399,90.0,90.0,120.0,167,4
4104569,10.606,10.606,5.159,90.0,90.0,90.0,136,3
4104715,12.9583,10.9835,12.9596,90.0,90.0,90.0,60,2
4104716,12.7717,10.8042,12.7774,90.0,90.0,90.0,60,2
4104807,7.2574,7.2574,7.256,90.0,90.0,90.0,123,3
4104808,7.1139,6.9109,6.7799,90.0,90.0,90.0,47,2
4104916,10.4476,10.4476,10.4476,90.0,90.0,90.0,227,6
4104918,10.3847,10.3847,10.3847,90.0,90.0,90.0,227,6
4104919,10.53833,10.53833,10.53833,90.0,90.0,90.0,227,6
4104958,26.3256,26.3256,26.3256,90.0,90.0,90.0,225,6
4104959,26.33858,26.33858,26.33858,90.0,90.0,90.0,225,6
4104976,7.2298,7.2298,24.6254,90.0,90.0,120.0,178,5
4105032,6.6872,9.3056,8.8219,90.0,96.784,90.0,14,1
4105033,8.715,8.715,12.989,90.0,90.0,90.0,140,3
4105041,18.8285,6.94145,6.84492,90.0,90.0,90.0,61,2
